OrchardID,NrKlant,NmKlant,NrKlantGenby,MonstGenBij,Adres2,Adres3,Adres4,NrOrder,NrOndz,Subcategorie,Sample description,Material,OmTypeMonster,DtMonster,DtVerslag,BemDiepteLg,BemDiepteHg,NrMonsterRm,TVocht,Moisture,TDroge stof,Droge stof,Tleeg3,leeg3,TN-Tot,Total nitrogen stock (mg N/kg),TCN,C/N ratio,TN-Levering,N-supplying capacity (kg N/ha),TC-totaal,C-totaal,TP-totaal,Total P-stock (mg P2O5/100g),TP-PAE,P-PAE,TAdviesPw,AdviesPw,TP-AL,P-AL,TK,K,TK-vrd,K-soil stock (mmol+/kg),TK-getal,K-getal,TS-totaal,Total sulphur stock (mg S/kg),TSLV,S-supplying capacity (kg S/ha),TSaanv,Saanv,TMg,Mg,TK/Mg,K/Mg,TNa,Na,TB,B,TCu-PAE,Cu-PAE,TMn,Mn,TCo-PAE,Co-PAE,TZn-PAE,Zn-PAE,TpH_NIR,pH_NIR,TpH,pH,TKZK,Carbonate lime (%),TOS,Organic matter (%),TLutum,Clay % (<2 μm),TCEC,Clay-humus (CEC)CEC (mmol+/kg),TCEC-Bez.,CEC-saturation (%),TS-PAE,S-PAE,TMicr.activiteit,Microbial activity (mg N/kg),TC/S,C/S ratio,TEc,Ec,TCl,Cl,TAl-ox,Al-ox,TFe-ox,Fe-ox,TP-ox,P-ox,TCadmium,Cadmium,TChroom,Chroom,TKoper,Koper,TKwik,Kwik,TNikkel,Nikkel,TLood,Lood,TZink,Zink,TArseen,Arseen,TN-NO3(dr),N-NO3(dr),TN-NO3 (kg/ha),N-NO3 (kg/ha),TCa-vrd,Ca-soil stock (mmol+/kg),TMg-vrd,Mg-soil stock (mmol+/kg),TNa-vrd,Na-soil stock (mmol+/kg),TH-bez,H-saturation (%),TAl-bez,AL-saturation (%),Tverkr.bh,Soil crumbling score,Tverslemp,Soil slaking score,Tmicro.bm,micro.bm,Tbact.bm,bact.bm,Tschim.bm,schim.bm,TAmm-N(dr),Amm-N(dr),TVrd-N(dr),Vrd-N(dr),TPw,Pw,T0-2 P,0-2 P,T2-16 P,2-16 P,T16-50 P,16-50 P,T50-105 P,50-105 P,T105-150 P,105-150 P,T150-210 P,150-210 P,T210-300 P,210-300 P,T300-420 P,300-420 P,T420-600 P,420-600 P,T600-2000 P,600-2000 P,TM50  P,M50  P,TD10/60  P,D10/60  P,TSe,Se,TM50_NIR,M50μm (medium value of the sand fraction) ,TCa-bez,Ca-saturation (%),TMg-bez,Mg-saturation (%),TK-bez,K-saturation (%),TNa-bez,Na-saturation (%),TN-tot-opl,N-tot-opl,TN-org-opl,N-org-opl,Tschim./bact,schim./bact,TpH-CaCl2,pH-CaCl2,T0-2,0-2,T2-16,2-16,T16-50,16-50,T50-63,50-63,T63-125,63-125,T125-180,125-180,T180-250,180-250,T250-355,250-355,T355-500,355-500,T500-1000,500-1000,T1000-2000,1000-2000,TM50,M50,TD60/D10,D60/D10,TCa-besch,Ca-besch,TCa-voorr,Ca-soil stock (kg Ca/ha),TP-verz.graad,P-verz.graad,TC-org,C-organic SOC (%),TC-anorg,C-anorg,T2-50,2-50,T50-2000,50-2000,TCa-besch (mmol/l),Ca-besch (mmol/l),TC/OS,C/OS ratio,TSilt,Silt % (2-50 μm),TZand,Sand % (>50 μm),TSi,Si,TMo,Mo,TFe,Fe,TK_HCl,K_HCl,pF 2.0 (%) Field Capacity,pF 4.2 (%) Wilting Point,Density g/cm3
RESERVOIR,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223510,778210,BEM,RESERVOIR 18519,BODEM,Loess,08102020,12112020,0,25,0,,2.4,,,,,,2910,,8,,170,,,,123,,,,,,,,,,6.4,,,<,150,,1,,5,,,,,,,,,,,,,,,,,,,,5.4,,1.5,,4.2,,36,,248,,77,,,,65,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,,33.2,,1.7,<,0.1,<,0.1,,3,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,61,,13,,2.6,,0.7,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8960,,,,2.3,,,,,,,,,,0.55,,25,,33,,,,,,,,,41.8,23.2,1.18
RESERVOIRP,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223519,778236,BEM,RESERVOIRP 18497,BODEM,Loess,08102020,13112020,0,25,0,,2.6,,,,,,3180,,10,,155,,,,196,,,,,,,,,,8.6,,,,495,,21,,25,,,,,,,,,,,,,,,,,,,,7.2,,1.2,,6.3,,30,,220,,89,,,,100,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,26.7,,1.2,<,0.1,<,0.1,,6.3,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,,73,,12,,3.9,,0.5,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8970,,,,3.1,,,,,,,,,,0.49,,19,,44,,,,,,,,,41.6,23,1.11
RICHARDS,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5215230,777420,BEM,RICHARDS 17469,BODEM,Loess,08102020,03112020,0,25,0,,1.6,,,,,,1470,,11,,80,,,,138,,,,,,,,,,4,,,,415,,26,,30,,,,,,,,,,,,,,,,,,,,5.3,,1,,2.6,,16,,151,,85,,,,36,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,10.5,,0.6,<,0.1,<,0.1,,7.5,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,75,,7,,2.6,,0.4,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7040,,,,1.6,,,,,,,,,,0.62,,47,,33,,,,,,,,,36.6,13.1,1.23
ROAD,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223519,778237,BEM,ROAD 18498,BODEM,Loess,08102020,13112020,0,25,0,,2.7,,,,,,4100,,9,,220,,,,224,,,,,,,,,,6.8,,,,350,,7,,11,,,,,,,,,,,,,,,,,,,,5.9,,1.6,,7.2,,33,,207,,85,,,,131,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,28.6,,2,<,0.1,<,0.1,,5.3,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,,67,,14,,3.3,,1,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7570,,,,3.8,,,,,,,,,,0.53,,22,,36,,,,,,,,,43.7,25.9,1.09
ROUNDLCAMO,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5210922,776820,BEM,ROUNDLCAMO 16883,BODEM,Loess,08102020,29102020,0,15,0,,2,,,,,,2700,,12,,75,,,,270,,,,,,,,,,7.8,,,,480,,12,,16,,,,,,,,,,,,,,,,,,,,6.1,,0.7,,6.3,,15,,194,,100,,,,57,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,20.6,,1.4,<,0.1,<,0.1,,8.2,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,85,,11,,4,,0.7,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5480,,,,3.3,,,,,,,,,,0.52,,60,,18,,,,,,,,,41.1,17.9,1.11
ROUNDLCAMY,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5210922,776821,BEM,ROUNDLCAMY 16884,BODEM,Loess,08102020,29102020,0,15,0,,2.1,,,,,,3030,,11,,90,,,,329,,,,,,,,,,9.7,,,,625,,18,,22,,,,,,,,,,,,,,,,,,,,6.4,,0.9,,6.5,,20,,207,,99,,,,86,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,32,,1.5,<,0.1,<,0.1,,7.3,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,79,,15,,4.7,,0.7,,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5455,,,,3.4,,,,,,,,,,0.52,,49,,24,,,,,,,,,41.9,20.8,1.11
ROUNDLGALA,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5210922,776822,BEM,ROUNDLGALA 16885,BODEM,Loess,08102020,29102020,0,15,0,,1.8,,,,,,2420,,10,,75,,,,269,,,,,,,,,,6.6,,,,295,,6,,10,,,,,,,,,,,,,,,,,,,,5.2,,0.7,,4.8,,19,,172,,91,,,,57,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,21.6,,1.2,<,0.1,<,0.1,,7,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,73,,13,,3.8,,0.7,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4350,,,,2.4,,,,,,,,,,0.5,,57,,19,,,,,,,,,40.5,18,1.16
SANDYOLD,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5212262,777126,BEM,SANDYOLD 16916,BODEM,Loess,08102020,29102020,0,15,0,,0.6,,,,,,1040,,11,,35,,,,63,,,,,,,,,,2.9,,,,220,,7,,11,,,,,,,,,,,,,,,,,,,,7,,0.5,,1.9,,2,,45,,91,,,,30,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,5.2,,0.6,<,0.1,<,0.1,,10,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,71,,12,,6.4,,1.3,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210,,,,1.2,,,,,,,,,,0.63,,12,,84,,,,,,,,,24,3.4,1.26
SANDYYOUNG,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5212262,777134,BEM,SANDYYOUNG 16928,BODEM,Loess,08102020,29102020,0,15,0,,0.7,,,,,,2190,,15,,55,,,,278,,,,,,,,,,4.2,,,,565,,16,,20,,,,,,,,,,,,,,,,,,,,5.3,,0.4,,4.4,,9,,92,,83,,,,86,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,7.5,<,0.4,<,0.1,<,0.1,,9,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,,70,,8.2,,4.6,<,0.1,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250,,,,3.4,,,,,,,,,,0.77,,6,,80,,,,,,,,,28,6.7,1.17
SANTON02,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223499,778151,BEM,SANTON02 18544,BODEM,Loess,08102020,25112020,0,25,0,,3,,,,,,3800,,10,,190,,,,220,,,,,,,,,,11.2,,,<,150,,1,,5,,,,,,,,,,,,,,,,,,,,7,,1.5,,5.4,,48,,292,,99,,,,124,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,,68.2,,1.6,<,0.1,<,0.1,,4,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,72,,23,,3.8,,0.5,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12035,,,,3.7,,,,,,,,,,0.69,,25,,20,,,,,,,,,46,28.2,1.14
SANTON03,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223499,778152,BEM,SANTON03 18557,BODEM,Loess,08102020,23112020,0,25,0,,2.6,,,,,,4560,,9,,230,,,,239,,,,,,,,,,5.5,,,,370,,8,,12,,,,,,,,,,,,,,,,,,,,4.7,,0.3,,6.2,,36,,231,,81,,,,118,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,,71,,0.9,<,0.1,,1.6,,3,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,47,,31,,2.4,,0.4,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6090,,,,3.9,,,,,,,,,,0.63,,30,,28,,,,,,,,,44.1,26.2,1.11
SANTON04,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223499,778153,BEM,SANTON04 18558,BODEM,Loess,08102020,23112020,0,25,0,,3.3,,,,,,3370,,10,,160,,,,199,,,,,,,,,,19.1,,,,540,,24,,28,,,,,,,,,,,,,,,,,,,,7.1,,3.9,,6.8,,47,,346,,93,,,,138,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,,46.4,,3.4,<,0.1,<,0.1,,4.6,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,73,,13,,5.5,,1,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13970,,,,3.2,,,,,,,,,,0.47,,39,,3,,,,,,,,,48.1,30.7,1.10
SANTON05,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223499,778154,BEM,SANTON05 18559,BODEM,Loess,08102020,23112020,0,25,0,,3,,,,,,3360,,7,,210,,,,219,,,,,,,,,,19.9,,,,455,,22,,26,,,,,,,,,,,,,,,,,,,,7.3,,4.8,,5.7,,43,,288,,100,,,,107,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,33.9,,2.4,<,0.1,<,0.1,,4.1,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,81,,12,,6.9,,0.8,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13130,,,,2.5,,,,,,,,,,0.44,,36,,11,,,,,,,,,46.3,28.6,1.13
SANTON05C,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223496,778149,BEM,SANTON05C 18560,BODEM,Loess,08102020,23112020,0,25,0,,3.1,,,,,,4480,,10,,210,,,,256,,,,,,,,,,12.7,,,,610,,23,,27,,,,,,,,,,,,,,,,,,,,7.1,,2.1,,7.7,,45,,355,,98,,,,181,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,,52.5,,1.6,<,0.1,<,0.1,,5,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,79,,15,,3.6,,0.5,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15115,,,,4.3,,,,,,,,,,0.56,,28,,17,,,,,,,,,47.4,30.4,1.07
SANTON06,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223499,778155,BEM,SANTON06 18561,BODEM,Loess,08102020,17112020,0,25,0,,2.7,,,,,,6680,,12,,275,,,,237,,,,,,,,,,11,,,,905,,23,,27,,,,,,,,,,,,,,,,,,,,3.8,,1.6,,12.2,,46,,219,,79,,,,205,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,53,,2,,0.8,,40,,2.4,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,,49,,24,,5,,0.9,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5225,,,,8.3,,,,,,,,,,0.68,,24,,16,,,,,,,,,49.7,33.6,0.97
SANTON07,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223499,778156,BEM,SANTON07 18562,BODEM,Loess,08102020,17112020,0,25,0,,3,,,,,,6020,,12,,250,,,,269,,,,,,,,,,13.7,,,,885,,26,,30,,,,,,,,,,,,,,,,,,,,5.7,,2.5,,11.3,,52,,271,,100,,,,193,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,,60.9,,2.7,<,0.1,<,0.1,,4.7,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,72,,22,,5.1,,1,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9640,,,,7.5,,,,,,,,,,0.66,,22,,12,,,,,,,,,50.3,33.5,0.99
SANTON09,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223496,778150,BEM,SANTON09 18563,BODEM,Loess,08102020,23112020,0,25,0,,1.7,,,,,,2850,,9,,150,,,,264,,,,,,,,,,7.9,,,,345,,14,,18,,,,,,,,,,,,,,,,,,,,6.3,,0.8,,5.1,,18,,174,,90,,,,89,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,23.8,,1.4,<,0.1,<,0.1,,7.5,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,71,,14,,4.5,,0.8,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7075,,,,2.5,,,,,,,,,,0.49,,57,,19,,,,,,,,,40.6,17.9,1.15
SANTON10,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223509,778200,BEM,SANTON10 18534,BODEM,Loess,08102020,12112020,0,25,0,,1.4,,,,,,2060,,9,,115,,,,197,,,,,,,,,,7.9,,,<,150,,2,,6,,,,,,,,,,,,,,,,,,,,5,,1.4,,3.5,,18,,132,,87,,,,65,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,21.1,,0.7,<,0.1,<,0.1,,7.1,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,64,,16,,6,,0.5,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5115,,,,1.8,,,,,,,,,,0.51,,54,,23,,,,,,,,,38.9,15.7,1.20
SANTON11,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223509,778201,BEM,SANTON11 18535,BODEM,Loess,08102020,12112020,0,25,0,,1.4,,,,,,2130,,10,,105,,,,229,,,,,,,,,,7,,,<,150,,1,,5,,,,,,,,,,,,,,,,,,,,4.8,,1.2,,4.5,,17,,130,,77,,,,70,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,22.6,,0.8,,0.2,,0.8,,7.4,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,54,,17,,5.4,,0.6,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4095,,,,2,,,,,,,,,,0.44,,56,,21,,,,,,,,,39.8,16.6,1.17
SANTON12,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223509,778202,BEM,SANTON12 18536,BODEM,Loess,08102020,12112020,0,25,0,,1.6,,,,,,2330,,9,,130,,,,265,,,,,,,,,,7.5,,,,265,,10,,14,,,,,,,,,,,,,,,,,,,,7.3,,2.2,,4.1,,19,,182,,95,,,,61,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,,19.4,,0.9,<,0.1,<,0.1,,7.4,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,79,,11,,4.1,,0.5,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8515,,,,2.1,,,,,,,,,,0.51,,49,,26,,,,,,,,,39.4,17.1,1.18
SANTON13,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223509,778203,BEM,SANTON13 18537,BODEM,Loess,08102020,12112020,0,25,0,,1.5,,,,,,1660,,10,,85,,,,182,,,,,,,,,,6.2,,,<,150,,4,,8,,,,,,,,,,,,,,,,,,,,6.6,,1.2,,3.2,,18,,153,,91,,,,33,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,16.4,,0.8,<,0.1,<,0.1,,7.4,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,75,,11,,4.1,,0.5,,,,,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6980,,,,1.6,,,,,,,,,,0.5,,53,,25,,,,,,,,,38.4,15.1,1.21
SANTON14,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223509,778204,BEM,SANTON14 18538,BODEM,Loess,08102020,12112020,0,25,0,,1.4,,,,,,2160,,9,,115,,,,154,,,,,,,,,,6.2,,,,170,,4,,8,,,,,,,,,,,,,,,,,,,,5.5,,1.2,,3.9,,15,,121,,91,,,,59,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,14.1,,1,<,0.1,<,0.1,,7.9,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,73,,12,,5.1,,0.8,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5235,,,,1.9,,,,,,,,,,0.49,,57,,23,,,,,,,,,38.8,14.7,1.19
SANTON15,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223509,778205,BEM,SANTON15 18539,BODEM,Loess,08102020,12112020,0,25,0,,1.5,,,,,,2350,,9,,130,,,,220,,,,,,,,,,7.4,,,<,150,,1,,5,,,,,,,,,,,,,,,,,,,,5.4,,1.3,,4.7,,19,,142,,88,,,,70,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,20,,1,<,0.1,<,0.1,,7,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,68,,14,,5.2,,0.7,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5640,,,,2.1,,,,,,,,,,0.45,,46,,29,,,,,,,,,39.8,17.8,1.16
SANTON16,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223509,778206,BEM,SANTON16 18540,BODEM,Loess,08102020,12112020,0,25,0,,3.4,,,,,,4050,,9,,210,,,,167,,,,,,,,,,11.9,,,,300,,5,,9,,,,,,,,,,,,,,,,,,,,7.3,,3.6,,6,,52,,317,,99,,,,124,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,,44.8,,2,<,0.1,<,0.1,,4.2,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,81,,14,,3.8,,0.6,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14485,,,,3.6,,,,,,,,,,0.6,,28,,10,,,,,,,,,48,30.2,1.12
SANTON17,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223509,778207,BEM,SANTON17 18541,BODEM,Loess,08102020,12112020,0,25,0,,2.8,,,,,,5200,,10,,240,,,,355,,,,,,,,,,13.4,,,,595,,18,,22,,,,,,,,,,,,,,,,,,,,7.3,,6.1,,8.6,,44,,325,,100,,,,187,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,,49.3,,2.6,<,0.1,<,0.1,,5.3,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,80,,15,,4.1,,0.8,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13690,,,,5.1,,,,,,,,,,0.59,,29,,12,,,,,,,,,48.4,31.6,1.05
SANTON18,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223509,778208,BEM,SANTON18 18542,BODEM,Loess,08102020,12112020,0,25,0,,1.4,,,,,,1990,,10,,110,,,,184,,,,,,,,,,5.8,,,<,150,,1,,5,,,,,,,,,,,,,,,,,,,,5.2,,0.9,,4.2,,16,,128,,78,,,,67,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,17.8,,0.8,<,0.1,<,0.1,,7.7,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,59,,14,,4.5,,0.6,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4420,,,,2,,,,,,,,,,0.48,,54,,25,,,,,,,,,39,15.6,1.18
SANTON19,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223509,778209,BEM,SANTON19 18543,BODEM,Loess,08102020,12112020,0,25,0,,1.6,,,,,,2410,,9,,130,,,,191,,,,,,,,,,6.9,,,,195,,4,,8,,,,,,,,,,,,,,,,,,,,6.7,,1.8,,4.6,,21,,176,,96,,,,73,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,25,,0.8,<,0.1,<,0.1,,7,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,78,,14,,3.9,,0.5,,,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985,,,,2.1,,,,,,,,,,0.46,,53,,20,,,,,,,,,40.7,18.8,1.16
SANTON20A,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5233277,779621,BEM,SANTON20B 18545,BODEM,Loess,08102020,19112020,0,25,0,,4.1,,,,,,4710,,10,,220,,,,212,,,,,,,,,,9.7,,,,595,,20,,24,,,,,,,,,,,,,,,,,,,,5.5,,1.7,,8,,56,,383,,97,,,,180,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,51.6,,2.3,<,0.1,<,0.1,,3,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,81,,13,,2.5,,0.6,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16500,,,,4.6,,,,,,,,,,0.58,,28,,6,,,,,,,,,49.9,32.2,1.07
SANTON20B,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5233277,779622,BEM,SANTON21 18546,BODEM,Loess,08102020,19112020,0,25,0,,1.7,,,,,,2140,,9,,120,,,,239,,,,,,,,,,6.2,,,,155,,2,,6,,,,,,,,,,,,,,,,,,,,7.1,,0.7,,3.6,,17,,155,,93,,,,46,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,13.9,,0.9,<,0.1,<,0.1,,7.8,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,79,,9,,4,,0.6,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7375,,,,1.9,,,,,,,,,,0.53,,52,,27,,,,,,,,,38.5,15.2,1.20
SANTON21,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5233277,779630,BEM,SANTON21 18547,BODEM,Loess,08102020,19112020,0,25,0,,1.6,,,,,,2180,,8,,135,,,,226,,,,,,,,,,7.8,,,,185,,5,,9,,,,,,,,,,,,,,,,,,,,6.7,,0.3,,3.7,,17,,152,,91,,,,49,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,14.3,,0.7,<,0.1,<,0.1,,7.7,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,76,,9.4,,5.1,,0.5,,,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6880,,,,1.8,,,,,,,,,,0.49,,56,,23,,,,,,,,,38.9,15.4,1.19
SANTON23A,8696497,Eurofins Agro Testing UK,0,Eurofins Agro Testing UK,,,,5223508,778198,BEM,SANTON23A 18548,BODEM,Loess,08102020,12112020,0,25,0,,1.3,,,,,,1930,,9,,105,,,,160,,,,,,,,,,7.2,,,,190,,6,,10,,,,,,,,,,,,,,,,,,,,5.9,,0.8,,3.4,,16,,118,,94,,,,57,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,13.3,,1,<,0.1,<,0.1,,7.7,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,76,,11,,6.1,,0.8,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5430,,,,1.7,,,,,,,,,,0.5,,50,,30,,,,,,,,,37.8,14.3,1.20
